publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp,actual_susp
3/12/2021,4/12/2021,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Air Plan Approval; Missouri; Missouri Reid Vapor Pressure Requirement,"The Environmental Protection Agency (EPA) is taking final action to approve a revision to the State Implementation Plan (SIP) for the State of Missouri. This final action will amend the SIP to remove the Kansas City, Missouri low Reid Vapor Pressure (RVP) fuel requirement which required gasoline sold in the Kansas City, Missouri area to have a seven pounds per square inch Reid Vapor Pressure from June 1 to September 15. The majority of the state is subject to the Clean Air Act (CAA) nine pounds per square inch Reid Vapor Pressure fuel requirement from June 1 to September 15. In addition, the EPA has issued a separate proposal for the Kansas side of the Kansas City metropolitan area.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This final rule is effective on April 12, 2021.",86 FR 14007,2021-04764,,https://www.federalregister.gov/api/v1/documents/2021-04764?publication_date=2021-03-12,https://www.federalregister.gov/documents/full_text/text/2021/03/12/2021-04764.txt,https://www.federalregister.gov/documents/2021/03/12/2021-04764/air-plan-approval-missouri-missouri-reid-vapor-pressure-requirement,joe-biden,2021-03-12 00:00:00 UTC,2021,3,0,0
3/16/2021,4/15/2021,"[{'raw_name': 'DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT', 'name': 'Housing and Urban Development Department', 'id': 228, 'url': 'https://www.federalregister.gov/agencies/housing-and-urban-development-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/228', 'parent_id': None, 'slug': 'housing-and-urban-development-department'}]",Housing and Urban Development Department,Adjustment of Civil Monetary Penalty Amounts for 2021,"This rule provides for 2021 inflation adjustments of civil monetary penalty amounts required by the Federal Civil Penalties Inflation Adjustment Act of 1990, as amended by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","Effective April 15, 2021.",86 FR 14370,2021-04817,,https://www.federalregister.gov/api/v1/documents/2021-04817?publication_date=2021-03-16,https://www.federalregister.gov/documents/full_text/text/2021/03/16/2021-04817.txt,https://www.federalregister.gov/documents/2021/03/16/2021-04817/adjustment-of-civil-monetary-penalty-amounts-for-2021,joe-biden,2021-03-16 00:00:00 UTC,2021,3,0,0
3/11/2021,3/11/2021,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Court Vacatur of Exemption From Emission Standards During Periods of Startup, Shutdown, and Malfunction","The U.S. Environmental Protection Agency (EPA) is amending the Code of Federal Regulations (CFR) to reflect a court order regarding the General Provisions for National Emissions Standards for Hazardous Air Pollutants (NESHAP) issued on December 19, 2008, by the United States Court of Appeals for the District of Columbia Circuit (the court). The court vacated two provisions in the General Provisions that exempted sources from hazardous air pollutant (HAP) non-opacity and opacity emission standards during periods of startup, shutdown, and malfunction (SSM). The court held that under the Clean Air Act (CAA), emissions standards or limitations must be continuous in nature and that the SSM exemptions in these two provisions violate this requirement. This ministerial action revises these two NESHAP General Provisions in the CFR to conform to the court's order.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This final rule is effective on March 11, 2021.",86 FR 13819,2021-04936,2060-AU98,https://www.federalregister.gov/api/v1/documents/2021-04936?publication_date=2021-03-11,https://www.federalregister.gov/documents/full_text/text/2021/03/11/2021-04936.txt,https://www.federalregister.gov/documents/2021/03/11/2021-04936/court-vacatur-of-exemption-from-emission-standards-during-periods-of-startup-shutdown-and,joe-biden,2021-03-11 00:00:00 UTC,2021,3,0,0
4/5/2021,5/10/2021,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Airbus Defense and Space S.A. (Formerly Known as Construcciones Aeronauticas, S.A.) Airplanes","The FAA is superseding Airworthiness Directive (AD) 2017-19- 25, which applied to all Airbus Defense and Space S.A. Model CN-235, CN-235-100, CN-235-200, and CN-235-300 airplanes; and Model C-295 airplanes. AD 2017-19-25 required repetitive inspections and operational checks of the affected fuel valves, and corrective actions if necessary. This AD continues to require repetitive inspections and operational checks of the affected fuel valves, and corrective actions if necessary, and also limits the installation of affected parts to those that are maintained in accordance with certain instructions, as specified in a European Union Aviation Safety Agency (EASA), which is incorporated by reference. This AD was prompted by a determination that it is necessary to limit the installation of affected parts specified in AD 2017-19-25 to those parts that are maintained in accordance with certain instructions. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This AD is effective May 10, 2021.",86 FR 17499,2021-06910,2120-AA64,https://www.federalregister.gov/api/v1/documents/2021-06910?publication_date=2021-04-05,https://www.federalregister.gov/documents/full_text/text/2021/04/05/2021-06910.txt,https://www.federalregister.gov/documents/2021/04/05/2021-06910/airworthiness-directives-airbus-defense-and-space-sa-formerly-known-as-construcciones-aeronauticas,joe-biden,2021-04-05 00:00:00 UTC,2021,4,0,0
2/23/2021,3/30/2021,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Airbus Defense and Space S.A. (Formerly Known as Construcciones Aeronauticas, S.A.) Airplanes","The FAA is adopting a new airworthiness directive (AD) for all Airbus Defense and Space S.A. Model CN-235, CN-235-100, CN-235-200, and CN-235-300 airplanes and Model C-295 airplanes. This AD was prompted by cracks found on certain left- and right-hand stringers in a certain area of the fuselage. This AD requires repetitive inspections for cracking or broken rivets of certain left- and right-hand stringers and surrounding structure, and repair if necessary, as specified in a European Union Aviation Safety Agency (EASA) AD, which is incorporated by reference. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This AD is effective March 30, 2021.",86 FR 10740,2021-03570,2120-AA64,https://www.federalregister.gov/api/v1/documents/2021-03570?publication_date=2021-02-23,https://www.federalregister.gov/documents/full_text/text/2021/02/23/2021-03570.txt,https://www.federalregister.gov/documents/2021/02/23/2021-03570/airworthiness-directives-airbus-defense-and-space-sa-formerly-known-as-construcciones-aeronauticas,joe-biden,2021-02-23 00:00:00 UTC,2021,2,0,0
3/5/2021,3/5/2021,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Internal Revenue Service', 'name': 'Internal Revenue Service', 'id': 254, 'url': 'https://www.federalregister.gov/agencies/internal-revenue-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/254', 'parent_id': 497, 'slug': 'internal-revenue-service'}]","Treasury Department, Internal Revenue Service",Guidance on Passive Foreign Investment Companies; Correction,"This document contains corrections to the final regulations (Treasury Decision 9936), that were published in the Federal Register on Friday, January 15, 2021. The final regulations regarding the determination of whether a foreign corporation is treated as a passive foreign investment company (``PFIC'') for purposes of the Internal Revenue Code (``Code''), and the application and scope of certain rules that determine whether a United States person that indirectly holds stock in a PFIC is treated as a shareholder of the PFIC.",Final regulations; correction.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","These corrections are effective on March 5, 2021 and applicable on or after January 15, 2021.",86 FR 12821,2021-04282,1545-BO59,https://www.federalregister.gov/api/v1/documents/2021-04282?publication_date=2021-03-05,https://www.federalregister.gov/documents/full_text/text/2021/03/05/2021-04282.txt,https://www.federalregister.gov/documents/2021/03/05/2021-04282/guidance-on-passive-foreign-investment-companies-correction,joe-biden,2021-03-05 00:00:00 UTC,2021,3,0,0
3/9/2021,3/9/2021,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}]",Treasury Department,"Emergency Capital Investment Program-Restrictions on Executive Compensation, Share Buybacks, and Dividends","Section 104A of the Community Development Banking and Financial Institutions Act of 1994, which was added by the Consolidated Appropriations Act, 2021, establishes the Emergency Capital Investment Program to support capital investments in low- and moderate-income community financial institutions. The program is available to eligible minority depository institutions and community development financial institutions that are insured depository institutions, bank holding companies, savings and loan holding companies, or federally insured credit unions. Under Section 104A, the Secretary of the Treasury is required to issue rules setting restrictions on executive compensation, share buybacks, and dividend payments for recipients of capital investments under the program. This interim final rule establishes these restrictions.",Interim final rule and request for public comment.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","Effective date: This interim final rule is effective March 9, 2021.",86 FR 13449,2021-04900,1505-AC76,https://www.federalregister.gov/api/v1/documents/2021-04900?publication_date=2021-03-09,https://www.federalregister.gov/documents/full_text/text/2021/03/09/2021-04900.txt,https://www.federalregister.gov/documents/2021/03/09/2021-04900/emergency-capital-investment-program-restrictions-on-executive-compensation-share-buybacks-and,joe-biden,2021-03-09 00:00:00 UTC,2021,3,0,0
2/2/2021,6/10/2021,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Fisheries of the Exclusive Economic Zone Off Alaska; Pacific Cod by Vessels Using Pot Gear in the Central Regulatory Area of the Gulf of Alaska,NMFS is prohibiting directed fishing for Pacific cod by vessels using pot gear in the Central Regulatory Area of the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the A season allowance of the 2021 total allowable catch (TAC) of Pacific cod by vessels using pot gear in the Central Regulatory Area of the GOA.,Temporary rule; closure.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This inseason action became applicable at 1200 hours, Alaska local time (A.l.t.), January 22, 2021, and remains in effect through 1200 hours, A.l.t., June 10, 2021.",86 FR 7816,2021-02121,,https://www.federalregister.gov/api/v1/documents/2021-02121?publication_date=2021-02-02,https://www.federalregister.gov/documents/full_text/text/2021/02/02/2021-02121.txt,https://www.federalregister.gov/documents/2021/02/02/2021-02121/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-cod-by-vessels-using-pot-gear-in-the,joe-biden,2021-02-02 00:00:00 UTC,2021,2,0,0
3/18/2021,3/18/2021,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Fisheries Off West Coast States; Emergency Action to Temporarily Extend the Primary Sablefish Fishery Season; Correction,"This action corrects the regulations governing the West Coast Sablefish Primary fishery after the expiration of the emergency rule to temporarily extend the 2020 season for the Sablefish Primary fishery. The amendatory instructions for the temporary rule were written incorrectly so that when the temporary rule expired, important regulations were removed and reserved rather than reinstated correctly. These corrections are necessary so the regulations accurately implement the Pacific Fishery Management Council's intent.",Correcting amendment.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This correction is effective March 18, 2021.",86 FR 14693,2021-05560,0648-BK15,https://www.federalregister.gov/api/v1/documents/2021-05560?publication_date=2021-03-18,https://www.federalregister.gov/documents/full_text/text/2021/03/18/2021-05560.txt,https://www.federalregister.gov/documents/2021/03/18/2021-05560/fisheries-off-west-coast-states-emergency-action-to-temporarily-extend-the-primary-sablefish-fishery,joe-biden,2021-03-18 00:00:00 UTC,2021,3,0,0
4/21/2021,11/3/2020,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Statement of Policy on Waiving Ground Safety Regulations at Cape Canaveral Air Force Station, Vandenberg Air Force Base, Wallops Flight Facility, and Kennedy Space Center","This action establishes the FAA's policy applicable to waivers of FAA ground safety requirements for licensed commercial launch and reentry activities at certain Federal ranges. The Federal ranges that currently meet the criteria for application of this policy are: Cape Canaveral Air Force Station, Vandenberg Air Force Base, Wallops Flight Facility, and Kennedy Space Center.",Policy statement.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","The policy described herein was effective November 3, 2020.",86 FR 20625,2021-07353,,https://www.federalregister.gov/api/v1/documents/2021-07353?publication_date=2021-04-21,https://www.federalregister.gov/documents/full_text/text/2021/04/21/2021-07353.txt,https://www.federalregister.gov/documents/2021/04/21/2021-07353/statement-of-policy-on-waiving-ground-safety-regulations-at-cape-canaveral-air-force-station,joe-biden,2021-04-21 00:00:00 UTC,2021,4,0,0
4/21/2021,5/21/2021,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration","Endangered and Threatened Wildlife and Plants: Designating Critical Habitat for the Central America, Mexico, and Western North Pacific Distinct Population Segments of Humpback Whales","We, the NMFS, issue this final rule to designate critical habitat for the endangered Western North Pacific distinct population segment (DPS), the endangered Central America DPS, and the threatened Mexico DPS of humpback whales (Megaptera novaeangliae) pursuant to section 4 of the Endangered Species Act (ESA). Specific areas designated as critical habitat for the Western North Pacific DPS of humpback whales contain approximately 59,411 square nautical miles (nmi\2\) of marine habitat in the North Pacific Ocean, including areas within the eastern Bering Sea and Gulf of Alaska. Specific areas designated as critical habitat for the Central America DPS of humpback whales contain approximately 48,521 nmi\2\ of marine habitat in the North Pacific Ocean within the portions of the California Current Ecosystem off the coasts of Washington, Oregon, and California. Specific areas designated as critical habitat for the Mexico DPS of humpback whales contain approximately 116,098 nmi\2\ of marine habitat in the North Pacific Ocean, including areas within portions of the eastern Bering Sea, Gulf of Alaska, and California Current Ecosystem.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This rule becomes effective on May 21, 2021.",86 FR 21082,2021-08175,0648-BI06,https://www.federalregister.gov/api/v1/documents/2021-08175?publication_date=2021-04-21,https://www.federalregister.gov/documents/full_text/text/2021/04/21/2021-08175.txt,https://www.federalregister.gov/documents/2021/04/21/2021-08175/endangered-and-threatened-wildlife-and-plants-designating-critical-habitat-for-the-central-america,joe-biden,2021-04-21 00:00:00 UTC,2021,4,0,0
4/12/2021,6/17/2021,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Amendment To Separate Terminal Airspace Areas From Norton Sound Low, Woody Island Low, Control 1234L, and Control 1487L Offshore Airspace Areas; Alaska","This action amends the following Offshore Airspace Areas in Alaska: Norton Sound Low, Woody Island Low, Control 1234L, and Control 1487L. The FAA found an error with the Offshore Airspace Legal Descriptions containing airspace descriptions not related to the need to apply IFR en route Air Traffic Control services in international airspace. This action corrects that error by removing terminal airspace, airspace associated with geographic coordinates, and airspace associated with NAVAIDs from the Offshore Airspace legal descriptions.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","Effective date 0901 UTC, June 17, 2021. The Director of the Federal Register approves this incorporation by reference action under 1 CFR part 51, subject to the annual revision of FAA Order 7400.11 and publication of conforming amendments.",86 FR 18890,2021-07432,2120-AA66,https://www.federalregister.gov/api/v1/documents/2021-07432?publication_date=2021-04-12,https://www.federalregister.gov/documents/full_text/text/2021/04/12/2021-07432.txt,https://www.federalregister.gov/documents/2021/04/12/2021-07432/amendment-to-separate-terminal-airspace-areas-from-norton-sound-low-woody-island-low-control-1234l,joe-biden,2021-04-12 00:00:00 UTC,2021,4,0,0
4/5/2021,4/20/2021,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration",Airworthiness Directives; Airbus SAS Airplanes,The FAA is adopting a new airworthiness directive (AD) for certain Airbus SAS Model A330-200 series and A330-300 series airplanes. This AD was prompted by reports of cracked flexible hoses in the courier area oxygen system (CAOS). This AD requires repetitive detailed inspections of the CAOS and replacement of affected parts if necessary. The FAA is issuing this AD to address the unsafe condition on these products.,Final rule; request for comments.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This AD becomes effective April 20, 2021.",86 FR 17512,2021-06911,2120-AA64,https://www.federalregister.gov/api/v1/documents/2021-06911?publication_date=2021-04-05,https://www.federalregister.gov/documents/full_text/text/2021/04/05/2021-06911.txt,https://www.federalregister.gov/documents/2021/04/05/2021-06911/airworthiness-directives-airbus-sas-airplanes,joe-biden,2021-04-05 00:00:00 UTC,2021,4,0,0
4/30/2021,4/30/2021,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration",Airworthiness Directives; The Boeing Company Airplanes,"The FAA is adopting a new airworthiness directive (AD) for certain The Boeing Company Model 737-8 and 737-9 airplanes. This AD was prompted by manufacturing design changes to certain metallic support panel assemblies installed in the flight deck, which resulted in insufficient electrical bonding of the panels and consequent insufficient electrical grounding of installed equipment. This AD requires modification of the electrical bonding of these assemblies to provide sufficient electrical grounding for equipment installed in the flight deck. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule; request for comments.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This AD is effective April 30, 2021.",86 FR 22860,2021-09221,2120-AA64,https://www.federalregister.gov/api/v1/documents/2021-09221?publication_date=2021-04-30,https://www.federalregister.gov/documents/full_text/text/2021/04/30/2021-09221.txt,https://www.federalregister.gov/documents/2021/04/30/2021-09221/airworthiness-directives-the-boeing-company-airplanes,joe-biden,2021-04-30 00:00:00 UTC,2021,4,0,0
2/26/2021,3/29/2021,"[{'raw_name': 'LIBRARY OF CONGRESS', 'name': 'Library of Congress', 'id': 277, 'url': 'https://www.federalregister.gov/agencies/library-of-congress', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/277', 'parent_id': None, 'slug': 'library-of-congress'}, {'raw_name': 'Copyright Office', 'name': 'Copyright Office, Library of Congress', 'id': 87, 'url': 'https://www.federalregister.gov/agencies/copyright-office-library-of-congress', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/87', 'parent_id': 277, 'slug': 'copyright-office-library-of-congress'}]","Library of Congress, Copyright Office, Library of Congress",Modernizing Recordation of Notices of Termination,The Copyright Office is amending certain regulations governing the recordation of notices of termination to improve efficiency in processing. This final rule adopts regulatory language set forth in the Office's June 2020 notice of proposed rulemaking and notification of inquiry with some modifications in response to public comments. The Office also addresses public comments submitted in response to the subjects of inquiry published in the notification of inquiry.,Final rule; statement of policy.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","Effective March 29, 2021.",86 FR 11634,2021-03906,,https://www.federalregister.gov/api/v1/documents/2021-03906?publication_date=2021-02-26,https://www.federalregister.gov/documents/full_text/text/2021/02/26/2021-03906.txt,https://www.federalregister.gov/documents/2021/02/26/2021-03906/modernizing-recordation-of-notices-of-termination,joe-biden,2021-02-26 00:00:00 UTC,2021,2,0,0
3/3/2021,4/2/2021,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Approval and Promulgation of Air Quality Implementation Plan; Mashantucket Pequot Tribal Nation,"The Environmental Protection Agency (EPA) approves the Mashantucket Pequot Tribal Nation's (MPTN or the Tribe) Tribal Implementation Plan (TIP) under the Clean Air Act (CAA) to regulate air pollution within the exterior boundaries of the Tribe's reservation. The TIP is one of two CAA regulatory programs that comprise the Tribe's Clean Air Program (CAP). EPA approved the Tribe for treatment in the same manner as a State (Treatment as State or TAS) for purposes of administering New Source Review (NSR) and Title V operating permits under the CAA on July 10, 2008. In this action we act only on those portions of MPTN's CAP that constitute a TIP containing severable elements of an implementation plan under CAA section 110(a). The TIP includes permitting requirements for major and minor sources of air pollution. The purpose of the TIP is to enable the Tribe to attain and maintain the National Ambient Air Quality Standards (NAAQS) within the exterior boundaries of its reservation by establishing a federally enforceable preconstruction permitting program.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This rule is effective on April 2, 2021.",86 FR 12260,2021-03124,,https://www.federalregister.gov/api/v1/documents/2021-03124?publication_date=2021-03-03,https://www.federalregister.gov/documents/full_text/text/2021/03/03/2021-03124.txt,https://www.federalregister.gov/documents/2021/03/03/2021-03124/approval-and-promulgation-of-air-quality-implementation-plan-mashantucket-pequot-tribal-nation,joe-biden,2021-03-03 00:00:00 UTC,2021,3,0,0
3/22/2021,4/21/2021,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Air Plan Approval; Arkansas; Arkansas Regional Haze and Visibility Transport State Implementation Plan Revisions,"Pursuant to the Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is finalizing approval of a revision to the Arkansas State Implementation Plan (SIP) submitted by the State of Arkansas through the Arkansas Department of Energy and Environment, Division of Environmental Quality (DEQ) on August 13, 2019. The SIP submittal addresses requirements of the Act and the Regional Haze Rule for visibility protection in mandatory Class I Federal areas (Class I areas) for the first implementation period. The EPA is approving an alternative measure to best available retrofit technology (BART) at the Domtar Ashdown Mill for sulfur dioxide (SO<INF>2</INF>), particulate matter (PM), and nitrogen oxide (NO<INF>X</INF>); and elements of the SIP submittal that relate to these BART requirements at this facility. In addition, we are approving the withdrawal from the SIP of the previously approved PM<INF>10</INF> BART limit for Power Boiler No. 1. The EPA is also concurrently approving Arkansas' interstate visibility transport provisions from the August 8, 2018, regional haze SIP submittal as supplemented by the visibility transport provisions in the October 4, 2019, interstate transport SIP submittal, which covers the following national ambient air quality standards (NAAQS): The 2006 24-hour fine particulate matter (PM<INF>2.5</INF>) NAAQS; the 2012 annual PM<INF>2.5</INF> NAAQS; the 2008 and 2015 eight-hour ozone (O<INF>3</INF>) NAAQS; the 2010 one-hour nitrogen dioxide (NO<INF>2</INF>) NAAQS; and the 2010 one-hour SO<INF>2</INF> NAAQS. In conjunction with our final approval of these SIP revisions, we are finalizing in a separate rulemaking, published elsewhere in this issue of the Federal Register, our withdrawal of the Federal implementation plan (FIP) provisions for the Domtar Ashdown Mill.",Final rule.,Rule,"{'name': 'Joe Biden', 'identifier': 'joe-biden'}","This rule is effective on April 21, 2021.",86 FR 15104,2021-05362,,https://www.federalregister.gov/api/v1/documents/2021-05362?publication_date=2021-03-22,https://www.federalregister.gov/documents/full_text/text/2021/03/22/2021-05362.txt,https://www.federalregister.gov/documents/2021/03/22/2021-05362/air-plan-approval-arkansas-arkansas-regional-haze-and-visibility-transport-state-implementation-plan,joe-biden,2021-03-22 00:00:00 UTC,2021,3,0,0
