index,publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp
164,2017-03-20,2017-01-09,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","Health and Human Services Department, Food and Drug Administration","Clarification of When Products Made or Derived From Tobacco Are Regulated as Drugs, Devices, or Combination Products; Amendments to Regulations Regarding “Intended Uses”; Further Delayed Effective Date; Request for Comments","The Food and Drug Administration (FDA or we) is further delaying the effective date of a final rule published in the Federal Register of January 9, 2017. In the Federal Register of February 7, 2017, we delayed until March 21, 2017, the effective date of the final rule. This action further delays the effective date of the rule until March 19, 2018. FDA has received a petition from affected parties which raises questions about the amendments to the regulations regarding ``intended uses'' and requests that FDA reconsider these amendments. FDA is further delaying the effective date to invite public comment on the important substantive issues raised by the petition and to allow additional time to fully evaluate these issues and any other issues raised in response to this request for comments. FDA is seeking input on some specific questions, and is also interested in any other pertinent information or comments stakeholders would like to provide regarding any aspect of the final rule, or with respect to issues relating to ``intended uses'' generally.",Final rule; further delay of effective date; request for comments.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective date: The effective date for the rule amending 21 CFR chapter 1 published at 82 FR 2193 on January 9, 2017, delayed at 82 FR 9501 on February 7, 2017, is further delayed until March 19, 2018.",82 FR 14319,2017-05526,0910-AH19,https://www.federalregister.gov/api/v1/documents/2017-05526?publication_date=2017-03-20,https://www.federalregister.gov/documents/full_text/text/2017/03/20/2017-05526.txt,https://www.federalregister.gov/documents/2017/03/20/2017-05526/clarification-of-when-products-made-or-derived-from-tobacco-are-regulated-as-drugs-devices-or,donald-trump,2017-03-20 00:00:00 UTC,2017,3,1.0
165,2017-03-20,2017-03-21,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Further Delay of Effective Dates for Five Final Regulations Published by the Environmental Protection Agency Between December 12, 2016 and January 17, 2017","In accordance with the Presidential directive as expressed in the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' and the Federal Register document published by EPA on January 26, 2017, EPA is further delaying the effective dates for the five regulations listed in the table below.",Final rule; further delay of effective dates.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This regulation is effective March 21, 2017. The effective date of each regulation listed in the table below is delayed to a new effective date of May 22, 2017.",82 FR 14324,2017-05462,,https://www.federalregister.gov/api/v1/documents/2017-05462?publication_date=2017-03-20,https://www.federalregister.gov/documents/full_text/text/2017/03/20/2017-05462.txt,https://www.federalregister.gov/documents/2017/03/20/2017-05462/further-delay-of-effective-dates-for-five-final-regulations-published-by-the-environmental,donald-trump,2017-03-20 00:00:00 UTC,2017,3,5.0
166,2017-03-20,2017-05-22,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",Health and Human Services Department,340B Drug Pricing Program Ceiling Price and Manufacturer Civil Monetary Penalties Regulation,"The Health Resources and Services Administration (HRSA) administers section 340B of the Public Health Service Act (PHSA), which is referred to as the ``340B Drug Pricing Program'' or the ``340B Program.'' The January 5, 2017 final rule sets forth the calculation of the ceiling price and application of civil monetary penalties, and applies to all drug manufacturers that are required to make their drugs available to covered entities under the 340B Program. This interim final rule delays the effective date of the final rule published in the Federal Register (82 FR 1210, (January 5, 2017)) to May 22, 2017. Commenters are also invited to provide their views on whether a longer delay of the effective date to October 1, 2017, would be more appropriate.",Interim final rule; further delay of effective date with comment.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 20, 2017, the effective date of the final rule published in the Federal Register (82 FR 1210, January 5, 2017) is further delayed to May 22, 2017. Comments on the delay of the effective date to May 22, 2017, as well as comments on alternatively delaying the effective date further to October 1, 2017, must be submitted on or before April 19, 2017.",82 FR 14332,2017-05491,0906-AA89,https://www.federalregister.gov/api/v1/documents/2017-05491?publication_date=2017-03-20,https://www.federalregister.gov/documents/full_text/text/2017/03/20/2017-05491.txt,https://www.federalregister.gov/documents/2017/03/20/2017-05491/340b-drug-pricing-program-ceiling-price-and-manufacturer-civil-monetary-penalties-regulation,donald-trump,2017-03-20 00:00:00 UTC,2017,3,1.0
167,2017-03-21,2017-07-03,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Conservation Program: Test Procedures for Central Air Conditioners and Heat Pumps,This document further temporarily postpones the effective date of a recently published final rule establishing test procedures for certain varieties of central air conditioners and heat pumps.,Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the rule amending 10 CFR parts 429 and 430 published in the Federal Register at 82 FR 1426 on January 5, 2017, delayed until March 21, 2017 at 82 FR 8985 on February 2, 2017, is further delayed until July 3, 2017. The incorporation by reference of the publication listed in this rule is approved by the Director of the Federal Register as of July 3, 2017.",82 FR 14425,2017-05481,1904-AD71,https://www.federalregister.gov/api/v1/documents/2017-05481?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05481.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05481/energy-conservation-program-test-procedures-for-central-air-conditioners-and-heat-pumps,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
168,2017-03-21,2017-06-26,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Conservation Program: Test Procedure for Walk-in Coolers and Walk-in Freezers,This document further temporarily postpones the effective date of a recently published final rule establishing test procedures for certain walk-in cooler and freezer components.,Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the rule amending 10 CFR parts 429 and 431 published in the Federal Register at 81 FR 95758 on December 28, 2016, delayed until March 21, 2017 at 82 FR 8805 on January 31, 2017, is further delayed until June 26, 2017. The incorporation by reference of the publication listed in this rule is approved by the Director of the Federal Register as of June 26, 2017.",82 FR 14426,2017-05483,1904-AD72,https://www.federalregister.gov/api/v1/documents/2017-05483?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05483.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05483/energy-conservation-program-test-procedure-for-walk-in-coolers-and-walk-in-freezers,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
169,2017-03-21,2017-07-03,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Conservation Program: Test Procedures for Compressors,This document further temporarily postpones the effective date of a recently published final rule establishing test procedures for certain varieties of compressors.,Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the rule amending 10 CFR parts 429 and 431 published in the Federal Register at 82 FR 1052 on January 4, 2017, delayed until March 21, 2017 at 82 FR 8985 on February 2, 2017, is further delayed until July 3, 2017. The incorporation by reference of the publication listed in this rule is approved by the Director of the Federal Register as of July 3, 2017.",82 FR 14426,2017-05479,1904-AD43,https://www.federalregister.gov/api/v1/documents/2017-05479?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05479.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05479/energy-conservation-program-test-procedures-for-compressors,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
170,2017-03-21,2017-09-30,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Conservation Program: Energy Conservation Standards for Ceiling Fans,This document further delays the effective date of a recently published final rule amending the energy conservation standards for ceiling fans.,Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the rule amending 10 CFR part 430 published in the Federal Register at 82 FR 6826 on January 19, 2017, delayed until March 21, 2017 at 82 FR 8806 on January 19, 2017, is further delayed until September 30, 2017.",82 FR 14427,2017-05477,1904-AD28,https://www.federalregister.gov/api/v1/documents/2017-05477?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05477.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05477/energy-conservation-program-energy-conservation-standards-for-ceiling-fans,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
171,2017-03-21,2017-09-30,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Efficiency Standards for the Design and Construction of New Federal Low-Rise Residential Buildings' Baseline Standards Update,This document further temporarily postpones the effective date of a recently published final rule amending the baseline Federal building standards.,Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the rule amending 10 CFR part 435 published in the Federal Register at 82 FR 2857 on January 10, 2017, delayed until March 21, 2017 at 82 FR 9343 on February 6, 2017, is further delayed until September 30, 2017. The incorporation by reference of the publication listed in this rule is approved by the Director of the Federal Register as of September 30, 2017.",82 FR 14427,2017-05485,1904-AD56,https://www.federalregister.gov/api/v1/documents/2017-05485?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05485.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05485/energy-efficiency-standards-for-the-design-and-construction-of-new-federal-low-rise-residential,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
172,2017-03-21,2017-05-20,"[{'raw_name': 'SMALL BUSINESS ADMINISTRATION', 'name': 'Small Business Administration', 'id': 468, 'url': 'https://www.federalregister.gov/agencies/small-business-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/468', 'parent_id': None, 'slug': 'small-business-administration'}]",Small Business Administration,Small Business Investment Companies: Passive Business Expansion and Technical Clarifications,"On December 28, 2016, the Small Business Administration (SBA) published a final rule to expand permitted investments in passive businesses and provide further clarification with regard to investments in such businesses for the Small Business Investment Company (SBIC) Program, with an effective date of January 27, 2017. On January 26, 2017, SBA published a delay of effective date until March 21, 2017 and re-opened the rule for additional public comment in response to the memorandum dated January 20, 2017 from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review.'' SBA requires additional time to consider this final rule and determine whether any further changes are required; therefore, the effective date for this final rule is delayed until May 20, 2017. Any changes to the final rule based on this redetermination will be published in the Federal Register.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the SBA final rule published December 28, 2016 (81 FR 95419), and delayed January 26, 2017 (82 FR 8499), is further delayed until May 20, 2017.",82 FR 14428,2017-05533,3245-AG67,https://www.federalregister.gov/api/v1/documents/2017-05533?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05533.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05533/small-business-investment-companies-passive-business-expansion-and-technical-clarifications,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
173,2017-03-21,2017-05-20,"[{'raw_name': 'DEPARTMENT OF LABOR', 'name': 'Labor Department', 'id': 271, 'url': 'https://www.federalregister.gov/agencies/labor-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/271', 'parent_id': None, 'slug': 'labor-department'}, {'raw_name': 'Occupational Safety and Health Administration', 'name': 'Occupational Safety and Health Administration', 'id': 386, 'url': 'https://www.federalregister.gov/agencies/occupational-safety-and-health-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/386', 'parent_id': 271, 'slug': 'occupational-safety-and-health-administration'}]","Labor Department, Occupational Safety and Health Administration",Occupational Exposure to Beryllium; Further Delay of Effective Date,"On January 9, 2017, the Occupational Safety and Health Administration (OSHA) published a rule entitled ``Occupational Exposure to Beryllium'' with an effective date of March 10, 2017 (``Beryllium Final Rule''). OSHA subsequently delayed the effective date of the Beryllium Final Rule to March 21, 2017 (February 1, 2017) and proposed to further delay the effective date to May 20, 2017 (March 2, 2017). This action finalizes that proposal. The additional time will allow OSHA the opportunity for further review of the new Beryllium Final Rule, including review of concerns that commenters raised, and is consistent with the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review.''",Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the final rule amending 29 CFR parts 1910, 1915, and 1926 that published in the Federal Register of January 9, 2017 at 82 FR 2470, delayed at 82 FR 8901 on February 1, 2017, is further delayed to May 20, 2017.",82 FR 14439,2017-05569,1218-AB76,https://www.federalregister.gov/api/v1/documents/2017-05569?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05569.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05569/occupational-exposure-to-beryllium-further-delay-of-effective-date,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
174,2017-03-21,2017-05-20,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Partial Approval and Partial Disapproval of Attainment Plan for the Idaho Portion of the Logan, Utah/Idaho PM2.5","In accordance with the Presidential directive as expressed in the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' and the Federal Register document published by the Environmental Protection Agency (EPA or Agency) on January 26, 2017, the EPA is taking final action further delaying the effective date for Partial Approval and Partial Disapproval of Attainment Plan for the Idaho Portion of the Logan, Utah/Idaho PM<INF>2.5</INF> Nonattainment Area until April 20, 2017.",Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the rule amending 40 CFR part 52 published in the Federal Register at 82 FR 729 on January 4, 2017, delayed at 82 FR 8499 on January 26, 2017, is further delayed to a new effective date of April 20, 2017.",82 FR 14463,2017-05552,,https://www.federalregister.gov/api/v1/documents/2017-05552?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05552.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05552/partial-approval-and-partial-disapproval-of-attainment-plan-for-the-idaho-portion-of-the-logan,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
175,2017-03-21,2017-05-20,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","Health and Human Services Department, Centers for Medicare & Medicaid Services",Medicare Program; Advancing Care Coordination Through Episode Payment Models (EPMs); Cardiac Rehabilitation Incentive Payment Model; and Changes to the Comprehensive Care for Joint Replacement Model; Delay of Effective Date,"This interim final rule with comment period (IFC) further delays the effective date of the final rule entitled ``Advancing Care Coordination Through Episode Payment Models (EPMs); Cardiac Rehabilitation Incentive Payment Model; and Changes to the Comprehensive Care for Joint Replacement Model'' published in the January 3, 2017 Federal Register (82 FR 180) from March 21, 2017 until May 20, 2017. This IFC also delays the applicability date of the regulations at 42 CFR part 512 from July 1, 2017 to October 1, 2017 and effective date of the specific CJR regulations itemized in the DATES section from July 1, 2017 to October 1, 2017. We seek comment on the appropriateness of this delay, as well as a further applicability date delay until January 1, 2018.",Interim final rule with comment period; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective date: As of March 20, 2017, the effective date for the provisions of the final rule published in the January 3, 2017 Federal Register (82 FR 180), which was delayed until March 21, 2017 on February 18, 2017 (82 FR 10961), is further delayed to May 20, 2017. Additionally, the effective date of the provisions of the final rule contained in the following amendatory instructions is delayed from July 1, 2017 to October 1, 2017: Number 3 amending 42 CFR 510.2; number 4 adding 42 CFR 510.110; number 6 amending 42 CFR 510.120; number 14 amending 42 CFR 510.405; number 15 amending 42 CFR 510.410; number 16 revising 42 CFR 510.500; number 17 revising 42 CFR 510.505; number 18 adding 42 CFR 510.506; and number 19 amending 42 CFR 510.515.",82 FR 14464,2017-05692,0938-AS90,https://www.federalregister.gov/api/v1/documents/2017-05692?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05692.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05692/medicare-program-advancing-care-coordination-through-episode-payment-models-epms-cardiac,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
176,2017-03-21,2017-05-22,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Motor Carrier Safety Administration', 'name': 'Federal Motor Carrier Safety Administration', 'id': 181, 'url': 'https://www.federalregister.gov/agencies/federal-motor-carrier-safety-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/181', 'parent_id': 492, 'slug': 'federal-motor-carrier-safety-administration'}]","Transportation Department, Federal Motor Carrier Safety Administration",Minimum Training Requirements for Entry-Level Commercial Motor Vehicle Operators,"In accordance with the Presidential directive as expressed in the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' this action temporarily delays, until May 22, 2017, the effective date of the final rule titled ``Minimum Training Requirements for Entry-Level Commercial Motor Vehicle Operators,'' initially effective on February 6, 2017.",Final rule; further delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the final rule published on December 8, 2016 (81 FR 88732), delayed until March 21, 2017 at 82 FR 8903 on February 1, 2017, is further delayed until May 22, 2017.",82 FR 14476,2017-05525,2126-AB66,https://www.federalregister.gov/api/v1/documents/2017-05525?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05525.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05525/minimum-training-requirements-for-entry-level-commercial-motor-vehicle-operators,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
177,2017-03-21,2017-05-22,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'National Highway Traffic Safety Administration', 'name': 'National Highway Traffic Safety Administration', 'id': 345, 'url': 'https://www.federalregister.gov/agencies/national-highway-traffic-safety-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/345', 'parent_id': 492, 'slug': 'national-highway-traffic-safety-administration'}]","Transportation Department, National Highway Traffic Safety Administration",Federal Motor Vehicle Safety Standards; Minimum Sound Requirements for Hybrid and Electric Vehicles,"In accordance with the Presidential directive as expressed in the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' this action temporarily delays until May 22, 2017, the effective date of the final rule titled ``Federal Motor Vehicle Safety Standards; Minimum Sound Requirements for Hybrid and Electric Vehicles,'' initially scheduled to become effective on February 13, 2017.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the final rule published on December 14, 2016 (81 FR 90416), delayed on February 6, 2017 (82 FR 9368), is further delayed until May 22, 2017. The compliance date is September 1, 2018, with full phase in by September 1, 2019.",82 FR 14477,2017-05543,2126-AK93,https://www.federalregister.gov/api/v1/documents/2017-05543?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05543.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05543/federal-motor-vehicle-safety-standards-minimum-sound-requirements-for-hybrid-and-electric-vehicles,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
178,2017-03-21,2017-05-22,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126', 'parent_id': None, 'slug': 'education-department'}]",Education Department,Open Licensing Requirement for Competitive Grant Programs,"In accordance with a directive from the memorandum entitled ``Regulatory Freeze Pending Review,'' published in the Federal Register on January 24, 2017 (Memorandum), the Secretary further delays until May 22, 2017, the effective date of the final regulations entitled Open Licensing Requirement for Competitive Grant Programs (Open Licensing), published in the Federal Register on January 19, 2017 (82 FR 7376). The current effective date is March 21, 2017. The additional delay will allow the Department the opportunity for further review of the final regulations.",Interim final rule; further delay of effective date; request for comments.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 17, 2017, the effective date of the final regulations published January 19, 2017 (82 FR 7376) delayed until March 21, 2017 on January 30, 2017 (82 FR 8669), are further delayed until May 22, 2017. We must receive your comments on or before April 20, 2017.",82 FR 14419,2017-05723,1894-AA07,https://www.federalregister.gov/api/v1/documents/2017-05723?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05723.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05723/open-licensing-requirement-for-competitive-grant-programs,donald-trump,2017-03-21 00:00:00 UTC,2017,3,1.0
179,2017-03-21,2017-05-20,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Highway Administration', 'name': 'Federal Highway Administration', 'id': 170, 'url': 'https://www.federalregister.gov/agencies/federal-highway-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/170', 'parent_id': 492, 'slug': 'federal-highway-administration'}]","Transportation Department, Federal Highway Administration","National Performance Management Measures; Assessing Pavement Condition for the National Highway Performance Program and Bridge Condition for the National Highway Performance Program; National Performance Management Measures; Assessing Performance of the National Highway System, Freight Movement on the Interstate System, and Congestion Mitigation and Air Quality Improvement Program","This document announces the further extension of the effective date of the following regulations until May 20, 2017: National Performance Management Measures; Assessing Pavement Condition for the National Highway Performance program and Bridge Condition for the National Highway Performance Program, RIN 2125-AF53; and National Performance Management measures; Assessing Performance of the National Highway System, Freight Movement on the Interstate System, and Congestion Mitigation and Air Quality Improvement Program, RIN 2125- AF54.",Final regulations; delay of effective dates.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 21, 2017, the effective date of the final rules published on January 18, 2017, at 82 FR 5886 and January 18, 2017, at 82 FR 5970, respectively, delayed until March 21, 2017 on February 13, 2017 at 82 FR 10441, is further delayed to May 20, 2017.",82 FR 14438,2017-05518,"2125-AF53, 2125-AF54",https://www.federalregister.gov/api/v1/documents/2017-05518?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-05518.txt,https://www.federalregister.gov/documents/2017/03/21/2017-05518/national-performance-management-measures-assessing-pavement-condition-for-the-national-highway,donald-trump,2017-03-21 00:00:00 UTC,2017,3,2.0
180,2017-03-28,2016-12-28,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'National Highway Traffic Safety Administration', 'name': 'National Highway Traffic Safety Administration', 'id': 345, 'url': 'https://www.federalregister.gov/agencies/national-highway-traffic-safety-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/345', 'parent_id': 492, 'slug': 'national-highway-traffic-safety-administration'}]","Transportation Department, National Highway Traffic Safety Administration",Civil Penalties,"Pursuant to a notice published on January 30, 2017, the effective date of the rule entitled ``Civil Penalties,'' published in the Federal Register on December 28, 2016 was temporarily delayed for 60 days. This action temporarily delays the effective date of that rule for 90 additional days.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","As of March 27, 2017, the effective date of the rule amending 49 CFR part 578 published at 81 FR 95489, December 28, 2016, delayed at 82 FR 8694, January 30, 2017, is further delayed until June 26, 2017.",82 FR 15302,2017-06119,2127-AL82,https://www.federalregister.gov/api/v1/documents/2017-06119?publication_date=2017-03-28,https://www.federalregister.gov/documents/full_text/text/2017/03/28/2017-06119.txt,https://www.federalregister.gov/documents/2017/03/28/2017-06119/civil-penalties,donald-trump,2017-03-28 00:00:00 UTC,2017,3,1.0
